sample_id,graph_file,result_index,matched_topic,status,node_count,edge_count,node_validity_rate,edge_validity_rate,valid_graph_rate,isolated_node_ratio,duplicate_node_ratio,duplicate_edge_ratio,process_object_connectivity_rate,state_object_attachment_rate,valid_type_transition_rate,explanation_path_rate,object_grounding_rate,process_grounding_rate,state_grounding_rate,overall_grounding_rate,answer_concept_coverage,graph_evidence_usage_rate,path_support_rate
q0277,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0277.json,277,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0278,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0278.json,278,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0279,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0279.json,279,cardiomyopathy,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,1.0000,1.0000,1.0000,0.3333,0.3333,0.0000,0.2222,0.1111,0.1111,1.0000
q0280,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0280.json,280,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0281,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0281.json,281,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0282,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0282.json,282,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0283,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0283.json,283,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0284,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0284.json,284,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0285,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0285.json,285,valvular heart disease,matched,9,11,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.0000,0.0000,0.2222,0.2143,0.2222,1.0000
q0286,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0286.json,286,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0287,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0287.json,287,pericarditis,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.6667,0.5556,0.1538,0.4444,1.0000
q0288,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0288.json,288,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0289,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0289.json,289,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0290,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0290.json,290,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0291,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0291.json,291,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0292,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0292.json,292,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0293,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0293.json,293,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0294,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0294.json,294,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0295,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0295.json,295,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0296,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0296.json,296,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0297,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0297.json,297,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0298,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0298.json,298,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0299,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0299.json,299,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0300,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0300.json,300,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0301,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0301.json,301,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0302,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0302.json,302,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0303,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0303.json,303,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0304,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0304.json,304,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0305,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0305.json,305,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0306,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0306.json,306,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0307,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0307.json,307,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0308,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0308.json,308,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0309,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0309.json,309,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0310,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0310.json,310,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0311,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0311.json,311,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0312,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0312.json,312,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0313,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0313.json,313,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0314,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0314.json,314,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0315,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0315.json,315,cardiomyopathy,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,1.0000,1.0000,1.0000,0.3333,0.3333,0.0000,0.2222,0.1111,0.1111,1.0000
q0316,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0316.json,316,cardiac arrest,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.0000,0.1111,0.0833,0.1111,1.0000
q0317,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0317.json,317,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0318,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0318.json,318,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0319,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0319.json,319,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0320,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0320.json,320,patent ductus arteriosus,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.3333,0.4286,0.3333,1.0000
q0321,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0321.json,321,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0322,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0322.json,322,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0323,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0323.json,323,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0324,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0324.json,324,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0325,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0325.json,325,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0326,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0326.json,326,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0327,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0327.json,327,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0328,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0328.json,328,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0329,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0329.json,329,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0330,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0330.json,330,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0331,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0331.json,331,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.0000,0.1111,0.2500,0.0000,1.0000
q0332,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0332.json,332,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0333,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0333.json,333,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0334,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0334.json,334,cardiomyopathy,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,1.0000,1.0000,1.0000,0.3333,0.3333,0.0000,0.2222,0.1111,0.1111,1.0000
q0335,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0335.json,335,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0336,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0336.json,336,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0337,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0337.json,337,cardiomyopathy,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,1.0000,1.0000,1.0000,0.3333,0.3333,0.0000,0.2222,0.1111,0.1111,1.0000
q0338,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0338.json,338,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0339,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0339.json,339,mitral valve prolapse,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.0000,0.6667,0.4444,0.3750,0.4444,1.0000
q0340,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0340.json,340,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0341,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0341.json,341,cardiac arrest,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.0000,0.1111,0.0833,0.1111,1.0000
q0342,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0342.json,342,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0343,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0343.json,343,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0344,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0344.json,344,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0345,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0345.json,345,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,1.0000,0.5556,0.6154,0.3333,1.0000
q0346,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0346.json,346,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0347,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0347.json,347,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0348,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0348.json,348,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0349,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0349.json,349,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0350,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0350.json,350,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0351,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0351.json,351,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0352,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0352.json,352,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0353,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0353.json,353,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0354,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0354.json,354,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0355,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0355.json,355,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0356,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0356.json,356,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0357,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0357.json,357,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0358,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0358.json,358,mitral valve prolapse,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.0000,0.6667,0.4444,0.3750,0.4444,1.0000
q0359,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0359.json,359,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0360,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0360.json,360,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0361,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0361.json,361,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0362,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0362.json,362,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0363,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0363.json,363,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0364,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0364.json,364,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0365,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0365.json,365,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.6667,0.3333,0.3333,0.4444,0.6000,0.2222,1.0000
q0366,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0366.json,366,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0367,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0367.json,367,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0368,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0368.json,368,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
